"";"other";"dissim_nitrite_reduction"
"BART_001-M-1-6-20140619";0.935025989604158;0.0649740103958417
"BART_001-M-7-5-20140619";0.928828468612555;0.071171531387445
"BART_001-O-1-6-20140619";0.916033586565374;0.0839664134346261
"BART_006-M-3-26-20140619";0.917632946821272;0.0823670531787285
"BART_006-M-33-3-20140619";0.913834466213515;0.0861655337864854
"BART_006-O-33-3-20140619";0.882846861255498;0.117153138744502
"BART_028-M-33-4-20140619";0.896841263494602;0.103158736505398
"CPER_001-M-22-32-20140812";0.911435425829668;0.0885645741703319
"CPER_001-M-30-37-20140812";0.918032786885246;0.0819672131147541
"CPER_001-M-7-0-20140812";0.916033586565374;0.0839664134346261
"CPER_002-M-10-34-20140812";0.921631347461016;0.0783686525389844
"CPER_002-M-25-6-20140812";0.938224710115954;0.0617752898840464
"CPER_002-M-9-4-20140812";0.9578168732507;0.0421831267493003
"CPER_003-M-15-7-20140812";0.904238304678129;0.0957616953218712
"CPER_003-M-33-11-20140812";0.894642143142743;0.105357856857257
"CPER_004-M-0-30-20140812";0.899040383846461;0.100959616153539
"CPER_004-M-16-7-20140812";0.882247101159536;0.117752898840464
"CPER_004-M-23-38-20140812";0.895041983206717;0.104958016793283
"DSNY_001-M-1-6-20140813";0.904238304678129;0.0957616953218712
"DSNY_001-M-29-37-20140701";0.92562974810076;0.0743702518992403
"DSNY_001-M-30-37-20140909";0.903838464614154;0.0961615353858457
"DSNY_001-M-7-0-20140909";0.92063174730108;0.0793682526989204
"DSNY_001-M-7-5-20140813";0.898640543782487;0.101359456217513
"DSNY_001-M-9-11-20140701";0.906037584966014;0.0939624150339864
"DSNY_001-M-9-17-20140813";0.920231907237105;0.0797680927628948
"DSNY_002-M-10-34-20140910";0.919232307077169;0.0807676929228309
"DSNY_002-M-11-0-20140813";0.908836465413834;0.0911635345861655
"DSNY_002-M-27-36-20140813";0.928828468612555;0.071171531387445
"DSNY_002-M-30-5-20140813";0.896241503398641;0.103758496601359
"DSNY_002-M-9-4-20140910";0.902638944422231;0.0973610555777689
"DSNY_003-M-1-7-20140813";0.922830867652939;0.0771691323470612
"DSNY_003-M-3-26-20140813";0.895441823270692;0.104558176729308
"DSNY_004-M-21-38-20140813";0.925029988004798;0.0749700119952019
"DSNY_004-M-33-4-20140814";0.923230707716913;0.0767692922830868
"DSNY_005-M-24-40-20140818";0.921831267493003;0.0781687325069972
"DSNY_005-M-33-2-20140814";0.921031587365054;0.078968412634946
"DSNY_009-M-17-34-20140701";0.909636145541783;0.0903638544582167
"DSNY_009-M-2-0-20140813";0.920031987205118;0.0799680127948821
"DSNY_009-M-29-2-20140701";0.847461015593763;0.152538984406238
"DSNY_009-M-33-11-20140910";0.931627349060376;0.0683726509396241
"DSNY_009-M-8-11-20140813";0.907437025189924;0.092562974810076
"DSNY_016-M-0-30-20140910";0.876849260295882;0.123150739704118
"DSNY_016-M-12-7-20140701";0.903038784486206;0.0969612155137945
"DSNY_016-M-16-7-20140910";0.894042383046781;0.105957616953219
"DSNY_016-M-3-37-20140813";0.904038384646142;0.0959616153538585
"DSNY_016-M-35-24-20140701";0.902439024390244;0.0975609756097561
"DSNY_016-M-36-16-20140813";0.921831267493003;0.0781687325069972
"DSNY_016-M-5-26-20140701";0.871051579368253;0.128948420631747
"DSNY_016-M-6-12-20140813";0.898040783686525;0.101959216313475
"DSNY_043-M-18-37-20140814";0.889444222311076;0.110555777688924
"DSNY_043-M-2-27-20140814";0.876449420231907;0.123550579768093
"DSNY_043-M-33-17-20140814";0.896041583366653;0.103958416633347
"HARV_001-M-14-7-20140812";0.880847660935626;0.119152339064374
"HARV_001-M-15-1-20140812";0.913834466213515;0.0861655337864854
"HARV_001-M-30-37-20140715";0.911835265893642;0.0881647341063575
"HARV_001-M-39-16-20140812";0.915033986405438;0.0849660135945622
"HARV_001-M-7-0-20140715";0.896841263494602;0.103158736505398
"HARV_001-O-14-7-20140812";0.877049180327869;0.122950819672131
"HARV_001-O-15-1-20140812";0.913034786085566;0.0869652139144342
"HARV_002-M-24-40-20140716";0.899440223910436;0.100559776089564
"HARV_002-O-24-40-20140716";0.899040383846461;0.100959616153539
"HARV_002-O-33-2-20140716";0.919632147141143;0.0803678528588565
"HARV_002-O-4-9-20140716";0.919032387045182;0.0809676129548181
"HARV_004-M-10-34-20140715";0.902638944422231;0.0973610555777689
"HARV_004-M-19-1-20140812";0.909036385445822;0.0909636145541783
"HARV_004-M-25-6-20140715";0.911635345861655;0.0883646541383447
"HARV_004-M-3-28-20140812";0.910235905637745;0.0897640943622551
"HARV_004-M-9-34-20140812";0.882846861255498;0.117153138744502
"HARV_004-M-9-4-20140715";0.897241103558577;0.102758896441423
"HARV_004-O-10-34-20140715";0.795281887245102;0.204718112754898
"HARV_004-O-19-1-20140812";0.909636145541783;0.0903638544582167
"HARV_004-O-25-6-20140715";0.834466213514594;0.165533786485406
"HARV_004-O-3-28-20140812";0.743502598960416;0.256497401039584
"HARV_004-O-9-34-20140812";0.84546181527389;0.15453818472611
"HARV_010-M-2-0-20140715";0.911835265893642;0.0881647341063575
"HARV_010-M-39-30-20140715";0.859456217512995;0.140543782487005
"HARV_010-M-8-11-20140715";0.926629348260696;0.0733706517393043
"HARV_010-O-2-0-20140715";0.811475409836066;0.188524590163934
"HARV_010-O-39-30-20140715";0.891443422630948;0.108556577369052
"HARV_010-O-8-11-20140715";0.819472211115554;0.180527788884446
"HARV_013-M-0-13-20140812";0.857057177129148;0.142942822870852
"HARV_013-M-14-6-20140812";0.927229108356657;0.0727708916433427
"HARV_013-M-15-7-20140717";0.91343462614954;0.0865653738504598
"HARV_013-M-28-3-20140812";0.906037584966014;0.0939624150339864
"HARV_013-M-4-7-20140717";0.841863254698121;0.158136745301879
"HARV_013-O-0-13-20140812";0.878848460615754;0.121151539384246
"HARV_013-O-14-6-20140812";0.846061575369852;0.153938424630148
"HARV_013-O-15-7-20140717";0.914834066373451;0.0851659336265494
"HARV_013-O-28-3-20140812";0.874450219912035;0.125549780087965
"HARV_013-O-33-11-20140716";0.893042782886845;0.106957217113155
"HARV_016-M-0-30-20140715";0.889044382247101;0.110955617752899
"HARV_016-M-16-7-20140715";0.923030787684926;0.076969212315074
"HARV_016-O-0-30-20140715";0.79328268692523;0.20671731307477
"HARV_016-O-16-7-20140715";0.828668532586965;0.171331467413035
"HARV_020-M-12-33-20140812";0.903238704518193;0.0967612954818073
"HARV_020-M-30-27-20140812";0.90203918432627;0.0979608156737305
"HARV_020-M-37-22-20140812";0.943822471011595;0.0561775289884046
"HARV_020-O-12-33-20140812";0.820271891243503;0.179728108756497
"HARV_020-O-30-27-20140812";0.876649340263894;0.123350659736106
"HARV_020-O-37-22-20140812";0.822670931627349;0.177329068372651
"HARV_021-M-3-37-20140717";0.929428228708517;0.0705717712914834
"HARV_021-M-36-16-20140717";0.846261495401839;0.153738504598161
"HARV_021-M-6-12-20140717";0.891443422630948;0.108556577369052
"HARV_021-O-3-37-20140717";0.900839664134346;0.0991603358656537
"HARV_021-O-36-16-20140717";0.892842862854858;0.107157137145142
"HARV_033-M-23-30-20140717";0.938424630147941;0.0615753698520592
"HARV_033-M-30-38-20140717";0.933826469412235;0.0661735305877649
"HARV_033-M-33-4-20140717";0.938224710115954;0.0617752898840464
"HARV_033-O-23-30-20140717";0.870251899240304;0.129748100759696
"HARV_033-O-30-38-20140717";0.885845661735306;0.114154338264694
"HARV_034-M-23-8-20140717";0.930227908836465;0.0697720911635346
"HARV_034-M-31-3-20140717";0.91203518592563;0.0879648140743702
"HARV_034-O-19-30-20140717";0.914834066373451;0.0851659336265494
"HARV_035-M-33-17-20140716";0.936425429828069;0.0635745701719312
"HARV_035-O-18-37-20140717";0.873050779688125;0.126949220311875
"JERC_001-M-1-6-20140805";0.935225909636145;0.0647740903638545
"JERC_001-M-17-34-20140710";0.924830067972811;0.0751699320271891
"JERC_001-M-29-2-20140710";0.890243902439024;0.109756097560976
"JERC_001-M-7-5-20140805";0.917433026789284;0.0825669732107157
"JERC_001-M-9-17-20140805";0.937225109956018;0.0627748900439824
"JERC_002-M-11-0-20140805";0.924030387844862;0.0759696121551379
"JERC_002-M-12-7-20140710";0.935225909636145;0.0647740903638545
"JERC_002-M-27-36-20140805";0.912634946021591;0.0873650539784086
"JERC_002-M-35-24-20140710";0.917433026789284;0.0825669732107157
"JERC_003-M-1-7-20140805";0.917433026789284;0.0825669732107157
"JERC_003-M-3-26-20140805";0.946021591363455;0.0539784086365454
"JERC_003-M-33-0-20140805";0.888244702119152;0.111755297880848
"JERC_005-M-24-40-20140805";0.930227908836465;0.0697720911635346
"JERC_005-M-33-2-20140805";0.93922431027589;0.0607756897241104
"JERC_005-M-4-9-20140805";0.922830867652939;0.0771691323470612
"JERC_006-M-15-33-20140710";0.914634146341463;0.0853658536585366
"JERC_006-M-2-0-20140805";0.88484606157537;0.11515393842463
"JERC_006-M-21-39-20140710";0.950819672131147;0.0491803278688525
"JERC_006-M-2-33-20140710";0.927429028388644;0.0725709716113555
"JERC_006-M-39-30-20140805";0.937824870051979;0.0621751299480208
"JERC_006-M-8-11-20140805";0.91203518592563;0.0879648140743702
"JERC_008-M-23-30-20140805";0.924430227908836;0.0755697720911635
"JERC_008-M-33-4-20140805";0.936425429828069;0.0635745701719312
"JERC_047-M-3-32-20140805";0.929428228708517;0.0705717712914834
"JERC_047-M-36-16-20140805";0.930827668932427;0.069172331067573
"JERC_047-M-6-12-20140805";0.911035585765694;0.0889644142343063
"JERC_048-M-19-30-20140805";0.922231107556977;0.0777688924430228
"JERC_048-M-27-8-20140805";0.944822071171531;0.0551779288284686
"JERC_048-M-31-3-20140805";0.947021191523391;0.0529788084766094
"JERC_049-M-18-17-20140805";0.933826469412235;0.0661735305877649
"JERC_049-M-2-27-20140805";0.90483806477409;0.0951619352259096
"ORNL_001-O-17-34-20140715";0.882247101159536;0.117752898840464
"ORNL_002-O-5-26-20140714";0.887445021991204;0.112554978008796
"ORNL_003-O-9-11-20140714";0.840663734506197;0.159336265493802
"ORNL_021-O-15-33-20140714";0.892243102758896;0.107756897241104
"ORNL_027-O-2-33-20140715";0.897041183526589;0.102958816473411
"ORNL_029-O-9-2-20140714";0.937624950019992;0.062375049980008
"ORNL_031-O-11-3-20140714";0.893242702918832;0.106757297081168
"ORNL_037-O-4-23-20140715";0.894642143142743;0.105357856857257
"ORNL_043-O-2-27-20140715";0.868452618952419;0.131547381047581
"OSBS_001-M-17-34-20140701";0.929028388644542;0.0709716113554578
"OSBS_001-M-17-34-20140818";0.91843262694922;0.0815673730507797
"OSBS_001-M-26-3-20140701";0.923230707716913;0.0767692922830868
"OSBS_001-M-26-3-20140818";0.898640543782487;0.101359456217513
"OSBS_001-M-29-2-20140701";0.921031587365054;0.078968412634946
"OSBS_001-M-29-2-20140818";0.922830867652939;0.0771691323470612
"OSBS_002-M-12-7-20140701";0.927628948420632;0.0723710515793683
"OSBS_002-M-12-7-20140818";0.924830067972811;0.0751699320271891
"OSBS_002-M-35-24-20140701";0.891443422630948;0.108556577369052
"OSBS_002-M-35-24-20140818";0.943222710915634;0.0567772890843663
"OSBS_002-M-5-26-20140701";0.920031987205118;0.0799680127948821
"OSBS_003-M-17-9-20140701";0.923830467812875;0.0761695321871251
"OSBS_003-M-17-9-20140818";0.918032786885246;0.0819672131147541
"OSBS_003-M-29-37-20140701";0.927628948420632;0.0723710515793683
"OSBS_003-M-29-37-20140818";0.926829268292683;0.0731707317073171
"OSBS_003-M-9-11-20140701";0.908236705317873;0.0917632946821272
"OSBS_003-M-9-11-20140818";0.928228708516593;0.0717712914834066
"OSBS_022-M-15-33-20140701";0.947421031587365;0.0525789684126349
"OSBS_022-M-21-39-20140701";0.946821271491403;0.0531787285085966
"OSBS_022-M-2-33-20140701";0.936225509796082;0.0637744902039184
"SCBI_002-M-1-6-20140715";0.900839664134346;0.0991603358656537
"SCBI_002-M-26-3-20140618";0.921631347461016;0.0783686525389844
"SCBI_002-M-7-5-20140715";0.921231507397041;0.0787684926029588
"SCBI_002-M-9-17-20140715";0.899440223910436;0.100559776089564
"SCBI_003-M-11-0-20140715";0.89484206317473;0.10515793682527
"SCBI_003-M-13-6-20140618";0.908236705317873;0.0917632946821272
"SCBI_003-M-27-36-20140715";0.91203518592563;0.0879648140743702
"SCBI_003-M-30-5-20140715";0.901639344262295;0.0983606557377049
"SCBI_003-M-35-24-20140618";0.901439424230308;0.0985605757696921
"SCBI_003-M-5-26-20140618";0.916033586565374;0.0839664134346261
"SCBI_006-M-15-7-20140827";0.931827269092363;0.0681727309076369
"SCBI_006-M-1-7-20140715";0.936625349860056;0.063374650139944
"SCBI_006-M-17-9-20140618";0.944022391043583;0.0559776089564174
"SCBI_006-M-27-2-20140715";0.929228308676529;0.0707716913234706
"SCBI_006-M-29-37-20140618";0.917233106757297;0.0827668932427029
"SCBI_006-M-3-26-20140715";0.946021591363455;0.0539784086365454
"SCBI_006-M-33-11-20140826";0.953418632546981;0.0465813674530188
"SCBI_006-M-4-7-20140826";0.921031587365054;0.078968412634946
"SCBI_006-M-9-11-20140618";0.923830467812875;0.0761695321871251
"SCBI_012-M-0-30-20140825";0.921031587365054;0.078968412634946
"SCBI_012-M-15-33-20140618";0.908836465413834;0.0911635345861655
"SCBI_012-M-16-7-20140825";0.938224710115954;0.0617752898840464
"SCBI_012-M-21-38-20140715";0.926429428228709;0.0735705717712915
"SCBI_012-M-21-39-20140618";0.908236705317873;0.0917632946821272
"SCBI_012-M-23-28-20140825";0.90843662534986;0.0915633746501399
"SCBI_012-M-2-33-20140618";0.907636945221911;0.0923630547780888
"SCBI_012-M-33-4-20140715";0.897640943622551;0.102359056377449
"SCBI_033-M-36-16-20140826";0.906437425029988;0.093562574970012
"SCBI_033-M-4-38-20140826";0.881047580967613;0.118952419032387
"SCBI_033-M-6-12-20140826";0.883646541383447;0.116353458616553
"SCBI_045-M-23-30-20140825";0.8812475009996;0.1187524990004
"SCBI_045-M-30-38-20140825";0.897840863654538;0.102159136345462
"STER_005-M-0-30-20140820";0.927628948420632;0.0723710515793683
"STER_005-M-16-7-20140820";0.922431027588964;0.0775689724110356
"STER_005-M-23-38-20140820";0.895841663334666;0.104158336665334
"STER_006-M-1-6-20140722";0.929028388644542;0.0709716113554578
"STER_006-M-22-32-20140820";0.901839264294282;0.0981607357057177
"STER_006-M-30-37-20140820";0.914834066373451;0.0851659336265494
"STER_006-M-7-0-20140820";0.924830067972811;0.0751699320271891
"STER_006-M-7-5-20140722";0.939424230307877;0.0605757696921232
"STER_018-M-15-7-20140820";0.914034386245502;0.0859656137544982
"STER_018-M-4-7-20140820";0.904038384646142;0.0959616153538585
"STER_026-M-10-34-20140820";0.888844462215114;0.111155537784886
"STER_026-M-11-0-20140722";0.866453418632547;0.133546581367453
"STER_026-M-25-6-20140820";0.949820071971212;0.0501799280287885
"STER_026-M-27-36-20140722";0.894642143142743;0.105357856857257
"STER_026-M-30-5-20140723";0.908836465413834;0.0911635345861655
"STER_026-M-9-4-20140820";0.914434226309476;0.0855657736905238
"STER_027-M-33-0-20140723";0.924230307876849;0.0757696921231507
"STER_028-M-20-40-20140722";0.906437425029988;0.093562574970012
"STER_028-M-21-38-20140722";0.920231907237105;0.0797680927628948
"STER_028-M-33-4-20140722";0.912634946021591;0.0873650539784086
"STER_033-M-23-30-20140723";0.930427828868453;0.0695721711315474
"STER_033-M-30-38-20140723";0.924430227908836;0.0755697720911635
"STER_033-M-33-4-20140723";0.941223510595762;0.0587764894042383
"STER_034-M-19-30-20140723";0.924430227908836;0.0755697720911635
"STER_035-M-33-17-20140723";0.923230707716913;0.0767692922830868
"TALL_001-M-2-23-20140903";0.896841263494602;0.103158736505398
"TALL_001-M-28-23-20140903";0.916633346661335;0.0833666533386645
"TALL_001-O-2-23-20140903";0.770091963214714;0.229908036785286
"TALL_001-O-27-7-20140903";0.904638144742103;0.0953618552578968
"TALL_001-O-28-23-20140903";0.891643342662935;0.108356657337065
"TALL_002-M-36-24-20140903";0.876649340263894;0.123350659736106
"TALL_002-M-8-40-20140903";0.92702918832467;0.0729708116753299
"TALL_002-M-8-8-20140903";0.892842862854858;0.107157137145142
"TALL_002-O-36-24-20140903";0.783686525389844;0.216313474610156
"TALL_004-M-16-36-20140903";0.917433026789284;0.0825669732107157
"TALL_004-M-34-40-20140903";0.908636545381847;0.0913634546181527
"TALL_004-M-38-6-20140903";0.903038784486206;0.0969612155137945
"TALL_006-M-14-30-20140903";0.873050779688125;0.126949220311875
"TALL_006-M-14-6-20140903";0.839264294282287;0.160735705717713
"TALL_006-M-26-35-20140903";0.884646141543383;0.115353858456617
"UNDE_001-M-22-32-20140708";0.947021191523391;0.0529788084766094
"UNDE_001-M-7-0-20140708";0.90343862455018;0.0965613754498201
"UNDE_001-O-30-37-20140708";0.92562974810076;0.0743702518992403
"UNDE_006-M-10-34-20140707";0.925029988004798;0.0749700119952019
"UNDE_006-M-25-6-20140707";0.888844462215114;0.111155537784886
"UNDE_006-M-9-4-20140707";0.917233106757297;0.0827668932427029
"UNDE_007-M-33-2-20140710";0.90703718512595;0.0929628148740504
"UNDE_007-M-4-9-20140710";0.901439424230308;0.0985605757696921
"UNDE_008-M-15-7-20140707";0.897640943622551;0.102359056377449
"UNDE_008-M-33-11-20140707";0.901639344262295;0.0983606557377049
"UNDE_008-M-4-7-20140707";0.901239504198321;0.0987604958016793
"UNDE_013-M-2-0-20140708";0.90703718512595;0.0929628148740504
"UNDE_013-M-39-30-20140708";0.885045981607357;0.114954018392643
"UNDE_013-M-8-11-20140708";0.909036385445822;0.0909636145541783
"UNDE_014-M-36-16-20140711";0.91843262694922;0.0815673730507797
"UNDE_014-M-6-12-20140711";0.896041583366653;0.103958416633347
"UNDE_017-M-0-30-20140707";0.933226709316273;0.0667732906837265
"UNDE_017-M-23-38-20140707";0.871651339464214;0.128348660535786
"UNDE_019-M-23-30-20140708";0.899640143942423;0.100359856057577
"UNDE_019-M-30-38-20140708";0.911635345861655;0.0883646541383447
"UNDE_019-M-33-4-20140708";0.886845261895242;0.113154738104758
"UNDE_027-M-19-30-20140708";0.909036385445822;0.0909636145541783
"UNDE_027-M-23-8-20140708";0.917433026789284;0.0825669732107157
"UNDE_027-M-31-3-20140708";0.919432227109156;0.0805677728908437
"UNDE_032-M-2-27-20140708";0.906437425029988;0.093562574970012
"UNDE_034-M-28-34-20140715";0.919032387045182;0.0809676129548181
"UNDE_034-M-35-0-20140715";0.89484206317473;0.10515793682527
"UNDE_034-M-37-20-20140715";0.907237105157937;0.0927628948420632
"UNDE_035-M-1-23-20140715";0.937425029988005;0.0625749700119952
"UNDE_035-M-13-1-20140715";0.929228308676529;0.0707716913234706
"UNDE_035-M-6-13-20140715";0.945421831267493;0.054578168732507
"UNDE_037-M-25-17-20140710";0.953618552578968;0.0463814474210316
"UNDE_037-O-28-36-20140710";0.906037584966014;0.0939624150339864
"UNDE_037-O-9-7-20140710";0.885445821671331;0.114554178328669
"UNDE_043-M-17-38-20140710";0.902638944422231;0.0973610555777689
"UNDE_043-M-32-36-20140710";0.907437025189924;0.092562974810076
"UNDE_044-M-37-7-20140718";0.911635345861655;0.0883646541383447
"UNDE_044-O-37-7-20140718";0.841463414634146;0.158536585365854
