"";"other";"copiotroph"
"BART_001-M-1-6-20140619";0.51524970843095;0.48475029156905
"BART_001-M-7-5-20140619";0.51436958707177;0.48563041292823
"BART_001-O-1-6-20140619";0.514741167072964;0.485258832927036
"BART_006-M-3-26-20140619";0.506950356216385;0.493049643783615
"BART_006-M-33-3-20140619";0.50716936669523;0.49283063330477
"BART_006-O-33-3-20140619";0.50671892694821;0.49328107305179
"BART_028-M-33-4-20140619";0.537626158595507;0.462373841404493
"CPER_001-M-22-32-20140812";0.335196289366703;0.664803710633297
"CPER_001-M-30-37-20140812";0.360595957898058;0.639404042101942
"CPER_001-M-7-0-20140812";0.347739055909522;0.652260944090478
"CPER_002-M-10-34-20140812";0.364231184814915;0.635768815185085
"CPER_002-M-25-6-20140812";0.363903405423796;0.636096594576204
"CPER_002-M-9-4-20140812";0.368340114480061;0.631659885519939
"CPER_003-M-15-7-20140812";0.353987572888634;0.646012427111366
"CPER_003-M-33-11-20140812";0.362251703845151;0.637748296154849
"CPER_004-M-0-30-20140812";0.343135626623906;0.656864373376094
"CPER_004-M-16-7-20140812";0.349217163069527;0.650782836930473
"CPER_004-M-23-38-20140812";0.353690458253202;0.646309541746798
"DSNY_001-M-1-6-20140813";0.556185585006027;0.443814414993973
"DSNY_001-M-29-37-20140701";0.559363798477021;0.440636201522979
"DSNY_001-M-30-37-20140909";0.559203139796625;0.440796860203375
"DSNY_001-M-7-0-20140909";0.55915631753483;0.44084368246517
"DSNY_001-M-7-5-20140813";0.556734971085733;0.443265028914267
"DSNY_001-M-9-11-20140701";0.558902463340076;0.441097536659924
"DSNY_001-M-9-17-20140813";0.561974735501919;0.438025264498081
"DSNY_002-M-10-34-20140910";0.566680070303159;0.433319929696841
"DSNY_002-M-11-0-20140813";0.566298266098794;0.433701733901206
"DSNY_002-M-27-36-20140813";0.56789553463802;0.43210446536198
"DSNY_002-M-30-5-20140813";0.567671561870751;0.432328438129249
"DSNY_002-M-9-4-20140910";0.566923219905269;0.433076780094731
"DSNY_003-M-1-7-20140813";0.558274060091831;0.441725939908169
"DSNY_003-M-3-26-20140813";0.561355891742409;0.438644108257591
"DSNY_004-M-21-38-20140813";0.576824338310679;0.423175661689321
"DSNY_004-M-33-4-20140814";0.574554030412157;0.425445969587843
"DSNY_005-M-24-40-20140818";0.560980883505985;0.439019116494015
"DSNY_005-M-33-2-20140814";0.555142359845412;0.444857640154588
"DSNY_009-M-17-34-20140701";0.567910566995489;0.432089433004511
"DSNY_009-M-2-0-20140813";0.568373898053951;0.431626101946049
"DSNY_009-M-29-2-20140701";0.567944138357603;0.432055861642397
"DSNY_009-M-33-11-20140910";0.567775678702978;0.432224321297022
"DSNY_009-M-8-11-20140813";0.567878162672421;0.432121837327579
"DSNY_016-M-0-30-20140910";0.555112745609034;0.444887254390966
"DSNY_016-M-12-7-20140701";0.555166845680389;0.444833154319611
"DSNY_016-M-16-7-20140910";0.555155376212462;0.444844623787537
"DSNY_016-M-3-37-20140813";0.555517657759381;0.444482342240619
"DSNY_016-M-35-24-20140701";0.555133023800046;0.444866976199954
"DSNY_016-M-36-16-20140813";0.554350020833199;0.445649979166801
"DSNY_016-M-5-26-20140701";0.555057477954606;0.444942522045394
"DSNY_016-M-6-12-20140813";0.551124262746152;0.448875737253848
"DSNY_043-M-18-37-20140814";0.549118061458536;0.450881938541464
"DSNY_043-M-2-27-20140814";0.535389099249347;0.464610900750653
"DSNY_043-M-33-17-20140814";0.556200995119968;0.443799004880032
"HARV_001-M-14-7-20140812";0.527903739692468;0.472096260307533
"HARV_001-M-15-1-20140812";0.527510349211833;0.472489650788167
"HARV_001-M-30-37-20140715";0.527744329161625;0.472255670838375
"HARV_001-M-39-16-20140812";0.527628719129586;0.472371280870414
"HARV_001-M-7-0-20140715";0.527709062912017;0.472290937087983
"HARV_001-O-14-7-20140812";0.528080933513128;0.471919066486872
"HARV_001-O-15-1-20140812";0.528069928891564;0.471930071108436
"HARV_002-M-24-40-20140716";0.516021228825643;0.483978771174357
"HARV_002-O-24-40-20140716";0.515353961051783;0.484646038948217
"HARV_002-O-33-2-20140716";0.516036195727994;0.483963804272006
"HARV_002-O-4-9-20140716";0.515472079127657;0.484527920872343
"HARV_004-M-10-34-20140715";0.487877652450668;0.512122347549332
"HARV_004-M-19-1-20140812";0.488099272377905;0.511900727622095
"HARV_004-M-25-6-20140715";0.488207199099467;0.511792800900533
"HARV_004-M-3-28-20140812";0.488075989594393;0.511924010405607
"HARV_004-M-9-34-20140812";0.487739539642154;0.512260460357846
"HARV_004-M-9-4-20140715";0.48802183765926;0.51197816234074
"HARV_004-O-10-34-20140715";0.488101593898865;0.511898406101135
"HARV_004-O-19-1-20140812";0.488103358435608;0.511896641564392
"HARV_004-O-25-6-20140715";0.488161212376785;0.511838787623215
"HARV_004-O-3-28-20140812";0.488102502743502;0.511897497256498
"HARV_004-O-9-34-20140812";0.487996655018093;0.512003344981907
"HARV_010-M-2-0-20140715";0.531719647425872;0.468280352574128
"HARV_010-M-39-30-20140715";0.532057892170061;0.467942107829939
"HARV_010-M-8-11-20140715";0.532181705595179;0.467818294404821
"HARV_010-O-2-0-20140715";0.531697553797221;0.468302446202779
"HARV_010-O-39-30-20140715";0.5320881835276;0.4679118164724
"HARV_010-O-8-11-20140715";0.531980248407185;0.468019751592815
"HARV_013-M-0-13-20140812";0.528408260896227;0.471591739103773
"HARV_013-M-14-6-20140812";0.528046658852362;0.471953341147638
"HARV_013-M-15-7-20140717";0.528153128675275;0.471846871324725
"HARV_013-M-28-3-20140812";0.528489727909822;0.471510272090179
"HARV_013-M-4-7-20140717";0.528060645438292;0.471939354561708
"HARV_013-O-0-13-20140812";0.52856340637911;0.47143659362089
"HARV_013-O-14-6-20140812";0.528172643956993;0.471827356043007
"HARV_013-O-15-7-20140717";0.528174912010041;0.471825087989959
"HARV_013-O-28-3-20140812";0.528053355615539;0.471946644384461
"HARV_013-O-33-11-20140716";0.527904819520261;0.472095180479739
"HARV_016-M-0-30-20140715";0.528985670534643;0.471014329465357
"HARV_016-M-16-7-20140715";0.528421699376013;0.471578300623987
"HARV_016-O-0-30-20140715";0.528411883108148;0.471588116891852
"HARV_016-O-16-7-20140715";0.530075412523622;0.469924587476378
"HARV_020-M-12-33-20140812";0.45171976406681;0.54828023593319
"HARV_020-M-30-27-20140812";0.451885859185386;0.548114140814614
"HARV_020-M-37-22-20140812";0.451993283027427;0.548006716972573
"HARV_020-O-12-33-20140812";0.451978630535139;0.548021369464861
"HARV_020-O-30-27-20140812";0.451957447777009;0.548042552222991
"HARV_020-O-37-22-20140812";0.451801939875576;0.548198060124424
"HARV_021-M-3-37-20140717";0.53111936619297;0.46888063380703
"HARV_021-M-36-16-20140717";0.531258231423925;0.468741768576075
"HARV_021-M-6-12-20140717";0.530800093659409;0.469199906340591
"HARV_021-O-3-37-20140717";0.531656312454947;0.468343687545053
"HARV_021-O-36-16-20140717";0.531200372214374;0.468799627785626
"HARV_033-M-23-30-20140717";0.51470242129433;0.48529757870567
"HARV_033-M-30-38-20140717";0.51477827811226;0.48522172188774
"HARV_033-M-33-4-20140717";0.514723189555288;0.485276810444712
"HARV_033-O-23-30-20140717";0.514465558437855;0.485534441562145
"HARV_033-O-30-38-20140717";0.51445223009476;0.48554776990524
"HARV_034-M-23-8-20140717";0.527291614274523;0.472708385725477
"HARV_034-M-31-3-20140717";0.527014607817733;0.472985392182267
"HARV_034-O-19-30-20140717";0.527196546419181;0.472803453580819
"HARV_035-M-33-17-20140716";0.521604552964185;0.478395447035815
"HARV_035-O-18-37-20140717";0.521664049851229;0.478335950148771
"JERC_001-M-1-6-20140805";0.524770032543887;0.475229967456113
"JERC_001-M-17-34-20140710";0.528394021060345;0.471605978939655
"JERC_001-M-29-2-20140710";0.528229461663823;0.471770538336177
"JERC_001-M-7-5-20140805";0.529700095175445;0.470299904824555
"JERC_001-M-9-17-20140805";0.52898435091563;0.47101564908437
"JERC_002-M-11-0-20140805";0.531124590304167;0.468875409695833
"JERC_002-M-12-7-20140710";0.529679981570098;0.470320018429902
"JERC_002-M-27-36-20140805";0.526902650572464;0.473097349427536
"JERC_002-M-35-24-20140710";0.529315665630659;0.470684334369341
"JERC_003-M-1-7-20140805";0.530166147534598;0.469833852465402
"JERC_003-M-3-26-20140805";0.536941390917704;0.463058609082296
"JERC_003-M-33-0-20140805";0.524808595543983;0.475191404456017
"JERC_005-M-24-40-20140805";0.531652650577367;0.468347349422633
"JERC_005-M-33-2-20140805";0.526025782921535;0.473974217078465
"JERC_005-M-4-9-20140805";0.530122142845811;0.469877857154189
"JERC_006-M-15-33-20140710";0.529735270499123;0.470264729500877
"JERC_006-M-2-0-20140805";0.534213282330361;0.465786717669639
"JERC_006-M-21-39-20140710";0.52950482980552;0.47049517019448
"JERC_006-M-2-33-20140710";0.529636124879821;0.470363875120179
"JERC_006-M-39-30-20140805";0.528560367668822;0.471439632331178
"JERC_006-M-8-11-20140805";0.529182637335865;0.470817362664135
"JERC_008-M-23-30-20140805";0.515817991413291;0.484182008586709
"JERC_008-M-33-4-20140805";0.527858466080669;0.472141533919331
"JERC_047-M-3-32-20140805";0.526028289643314;0.473971710356686
"JERC_047-M-36-16-20140805";0.524803173568011;0.475196826431989
"JERC_047-M-6-12-20140805";0.524155653033899;0.475844346966101
"JERC_048-M-19-30-20140805";0.525159911756714;0.474840088243286
"JERC_048-M-27-8-20140805";0.526379042333669;0.473620957666331
"JERC_048-M-31-3-20140805";0.525695957044968;0.474304042955032
"JERC_049-M-18-17-20140805";0.527049126742766;0.472950873257234
"JERC_049-M-2-27-20140805";0.53850394835875;0.46149605164125
"ORNL_001-O-17-34-20140715";0.510587127245135;0.489412872754865
"ORNL_002-O-5-26-20140714";0.485168726186962;0.514831273813038
"ORNL_003-O-9-11-20140714";0.528135342599554;0.471864657400446
"ORNL_021-O-15-33-20140714";0.453628856448201;0.546371143551799
"ORNL_027-O-2-33-20140715";0.452237037532118;0.547762962467882
"ORNL_029-O-9-2-20140714";0.461627775670034;0.538372224329966
"ORNL_031-O-11-3-20140714";0.419498918563637;0.580501081436363
"ORNL_037-O-4-23-20140715";0.527372576797942;0.472627423202058
"ORNL_043-O-2-27-20140715";0.533508642956503;0.466491357043497
"OSBS_001-M-17-34-20140701";0.566534737004418;0.433465262995582
"OSBS_001-M-17-34-20140818";0.562812092579642;0.437187907420358
"OSBS_001-M-26-3-20140701";0.559872322304408;0.440127677695592
"OSBS_001-M-26-3-20140818";0.562989986149842;0.437010013850158
"OSBS_001-M-29-2-20140701";0.563103483709273;0.436896516290727
"OSBS_001-M-29-2-20140818";0.559038227285232;0.440961772714768
"OSBS_002-M-12-7-20140701";0.529377737377387;0.470622262622613
"OSBS_002-M-12-7-20140818";0.535515934889067;0.464484065110933
"OSBS_002-M-35-24-20140701";0.535115709487557;0.464884290512443
"OSBS_002-M-35-24-20140818";0.538404514735892;0.461595485264108
"OSBS_002-M-5-26-20140701";0.535331187678935;0.464668812321065
"OSBS_003-M-17-9-20140701";0.532602282944497;0.467397717055503
"OSBS_003-M-17-9-20140818";0.52959171547386;0.47040828452614
"OSBS_003-M-29-37-20140701";0.528592004015968;0.471407995984032
"OSBS_003-M-29-37-20140818";0.529414306750105;0.470585693249895
"OSBS_003-M-9-11-20140701";0.529745201192997;0.470254798807003
"OSBS_003-M-9-11-20140818";0.524238884447675;0.475761115552325
"OSBS_022-M-15-33-20140701";0.568423794671056;0.431576205328945
"OSBS_022-M-21-39-20140701";0.573101200720002;0.426898799279998
"OSBS_022-M-2-33-20140701";0.569258956382464;0.430741043617536
"SCBI_002-M-1-6-20140715";0.419550166401551;0.580449833598449
"SCBI_002-M-26-3-20140618";0.417349350081344;0.582650649918656
"SCBI_002-M-7-5-20140715";0.42290105600528;0.57709894399472
"SCBI_002-M-9-17-20140715";0.416998109828343;0.583001890171657
"SCBI_003-M-11-0-20140715";0.464186719741985;0.535813280258015
"SCBI_003-M-13-6-20140618";0.459470968256487;0.540529031743513
"SCBI_003-M-27-36-20140715";0.461555596993415;0.538444403006585
"SCBI_003-M-30-5-20140715";0.481073008617111;0.518926991382889
"SCBI_003-M-35-24-20140618";0.451892438799932;0.548107561200068
"SCBI_003-M-5-26-20140618";0.444062629638759;0.555937370361241
"SCBI_006-M-15-7-20140827";0.425129644779778;0.574870355220222
"SCBI_006-M-1-7-20140715";0.414849536578061;0.585150463421939
"SCBI_006-M-17-9-20140618";0.415512942963546;0.584487057036454
"SCBI_006-M-27-2-20140715";0.415320142272155;0.584679857727845
"SCBI_006-M-29-37-20140618";0.421466927560361;0.578533072439639
"SCBI_006-M-3-26-20140715";0.423562651784425;0.576437348215575
"SCBI_006-M-33-11-20140826";0.423781506717486;0.576218493282514
"SCBI_006-M-4-7-20140826";0.424737120026652;0.575262879973348
"SCBI_006-M-9-11-20140618";0.423062405508974;0.576937594491026
"SCBI_012-M-0-30-20140825";0.422562909703404;0.577437090296596
"SCBI_012-M-15-33-20140618";0.412529642440204;0.587470357559796
"SCBI_012-M-16-7-20140825";0.419467554204644;0.580532445795356
"SCBI_012-M-21-38-20140715";0.428493211274549;0.571506788725451
"SCBI_012-M-21-39-20140618";0.41548831136833;0.58451168863167
"SCBI_012-M-23-28-20140825";0.418642170001912;0.581357829998088
"SCBI_012-M-2-33-20140618";0.415915952167275;0.584084047832725
"SCBI_012-M-33-4-20140715";0.41628256556684;0.58371743443316
"SCBI_033-M-36-16-20140826";0.420043482335452;0.579956517664548
"SCBI_033-M-4-38-20140826";0.427490800972934;0.572509199027066
"SCBI_033-M-6-12-20140826";0.427166870461007;0.572833129538992
"SCBI_045-M-23-30-20140825";0.428832745813672;0.571167254186328
"SCBI_045-M-30-38-20140825";0.428193476104648;0.571806523895352
"STER_005-M-0-30-20140820";0.358639500672499;0.641360499327501
"STER_005-M-16-7-20140820";0.353275423109072;0.646724576890928
"STER_005-M-23-38-20140820";0.356665302197351;0.643334697802649
"STER_006-M-1-6-20140722";0.379257363048652;0.620742636951348
"STER_006-M-22-32-20140820";0.37713900296739;0.62286099703261
"STER_006-M-30-37-20140820";0.379694436096538;0.620305563903462
"STER_006-M-7-0-20140820";0.375197007346501;0.624802992653499
"STER_006-M-7-5-20140722";0.377577513252962;0.622422486747038
"STER_018-M-15-7-20140820";0.367848071061764;0.632151928938236
"STER_018-M-4-7-20140820";0.377390076970021;0.622609923029979
"STER_026-M-10-34-20140820";0.372237731135165;0.627762268864835
"STER_026-M-11-0-20140722";0.376608934158773;0.623391065841227
"STER_026-M-25-6-20140820";0.377450373468455;0.622549626531545
"STER_026-M-27-36-20140722";0.376035702439825;0.623964297560175
"STER_026-M-30-5-20140723";0.375906344016662;0.624093655983338
"STER_026-M-9-4-20140820";0.379436131087233;0.620563868912767
"STER_027-M-33-0-20140723";0.364868133189136;0.635131866810864
"STER_028-M-20-40-20140722";0.352767039592606;0.647232960407394
"STER_028-M-21-38-20140722";0.355940513791261;0.644059486208739
"STER_028-M-33-4-20140722";0.363491346181121;0.636508653818879
"STER_033-M-23-30-20140723";0.364335629020514;0.635664370979486
"STER_033-M-30-38-20140723";0.359378922802441;0.640621077197559
"STER_033-M-33-4-20140723";0.348476692918488;0.651523307081512
"STER_034-M-19-30-20140723";0.342263500195534;0.657736499804466
"STER_035-M-33-17-20140723";0.342734377121902;0.657265622878098
"TALL_001-M-2-23-20140903";0.500413809357854;0.499586190642146
"TALL_001-M-28-23-20140903";0.505293134051784;0.494706865948216
"TALL_001-O-2-23-20140903";0.506344636998095;0.493655363001905
"TALL_001-O-27-7-20140903";0.532996799085119;0.467003200914881
"TALL_001-O-28-23-20140903";0.503081470692668;0.496918529307332
"TALL_002-M-36-24-20140903";0.516534963172066;0.483465036827934
"TALL_002-M-8-40-20140903";0.510518564682866;0.489481435317134
"TALL_002-M-8-8-20140903";0.507921037433192;0.492078962566808
"TALL_002-O-36-24-20140903";0.507045711758036;0.492954288241964
"TALL_004-M-16-36-20140903";0.542192732193269;0.457807267806731
"TALL_004-M-34-40-20140903";0.556005388934381;0.443994611065619
"TALL_004-M-38-6-20140903";0.541835890607603;0.458164109392397
"TALL_006-M-14-30-20140903";0.500685769068014;0.499314230931986
"TALL_006-M-14-6-20140903";0.509889354071554;0.490110645928446
"TALL_006-M-26-35-20140903";0.501337563837827;0.498662436162173
"UNDE_001-M-22-32-20140708";0.476796287967518;0.523203712032482
"UNDE_001-M-7-0-20140708";0.476698729672562;0.523301270327438
"UNDE_001-O-30-37-20140708";0.476710863109285;0.523289136890715
"UNDE_006-M-10-34-20140707";0.461218639837794;0.538781360162206
"UNDE_006-M-25-6-20140707";0.461687077417475;0.538312922582525
"UNDE_006-M-9-4-20140707";0.461148370492433;0.538851629507567
"UNDE_007-M-33-2-20140710";0.467887823995153;0.532112176004847
"UNDE_007-M-4-9-20140710";0.467749504792474;0.532250495207526
"UNDE_008-M-15-7-20140707";0.471611392752006;0.528388607247994
"UNDE_008-M-33-11-20140707";0.469869187611011;0.530130812388989
"UNDE_008-M-4-7-20140707";0.47071866550388;0.52928133449612
"UNDE_013-M-2-0-20140708";0.467862967620368;0.532137032379632
"UNDE_013-M-39-30-20140708";0.468254386479087;0.531745613520913
"UNDE_013-M-8-11-20140708";0.468087150894477;0.531912849105523
"UNDE_014-M-36-16-20140711";0.468299347377509;0.531700652622491
"UNDE_014-M-6-12-20140711";0.46802459520303;0.53197540479697
"UNDE_017-M-0-30-20140707";0.469529414368987;0.530470585631013
"UNDE_017-M-23-38-20140707";0.469169025654829;0.530830974345171
"UNDE_019-M-23-30-20140708";0.46896125996085;0.53103874003915
"UNDE_019-M-30-38-20140708";0.46836144312958;0.53163855687042
"UNDE_019-M-33-4-20140708";0.468320795723034;0.531679204276966
"UNDE_027-M-19-30-20140708";0.46878880147642;0.53121119852358
"UNDE_027-M-23-8-20140708";0.468881469373639;0.531118530626361
"UNDE_027-M-31-3-20140708";0.469364767427962;0.530635232572038
"UNDE_032-M-2-27-20140708";0.468831202342346;0.531168797657654
"UNDE_034-M-28-34-20140715";0.468892066202519;0.531107933797481
"UNDE_034-M-35-0-20140715";0.468584165600439;0.531415834399561
"UNDE_034-M-37-20-20140715";0.469441047708446;0.530558952291554
"UNDE_035-M-1-23-20140715";0.468526825921208;0.531473174078792
"UNDE_035-M-13-1-20140715";0.469037615142553;0.530962384857447
"UNDE_035-M-6-13-20140715";0.468587901053457;0.531412098946543
"UNDE_037-M-25-17-20140710";0.437547860549969;0.562452139450031
"UNDE_037-O-28-36-20140710";0.438017571456007;0.561982428543993
"UNDE_037-O-9-7-20140710";0.437650272212879;0.562349727787121
"UNDE_043-M-17-38-20140710";0.49081439753527;0.509185602464731
"UNDE_043-M-32-36-20140710";0.490051548501715;0.509948451498285
"UNDE_044-M-37-7-20140718";0.498303511465739;0.501696488534261
"UNDE_044-O-37-7-20140718";0.498299845322032;0.501700154677968
