"","mean.other","mean.Mortierellomycota","mean.Basidiomycota","mean.Mucoromycota","mean.Ascomycota"
"SCBI_003-M-11-0-20140715",0.0520138434074282,0.161478342345912,0.444752444881902,0.0423728507275802,0.299382518637177
"SCBI_003-M-13-6-20140618",0.0494661148015582,0.15352878626918,0.462655092384009,0.0386948833555547,0.295655123189698
"SCBI_003-M-27-36-20140715",0.0506787544089298,0.157993640203536,0.454664423653291,0.0403621412545418,0.296301040479701
"SCBI_003-M-30-5-20140715",0.0610480430533109,0.190843643252617,0.385389714411123,0.0566644999352814,0.306054099347668
"SCBI_003-M-35-24-20140618",0.0456845066328312,0.141734495273805,0.48917030376058,0.0336824665437078,0.289728227789076
"SCBI_003-M-5-26-20140618",0.0419539684959746,0.129671591133453,0.516368304063216,0.0290725930314647,0.282933543275892
"SCBI_006-M-1-7-20140715",0.0637866904035911,0.22233516538146,0.280282454152852,0.0476601081960567,0.38593558186604
"SCBI_006-M-15-7-20140827",0.0695889073504883,0.241160980237706,0.248812918515946,0.0567085925723731,0.383728601323486
"SCBI_006-M-17-9-20140618",0.0642109365251704,0.223748083999893,0.278258301292865,0.0481004024662853,0.385682275715786
"SCBI_006-M-27-2-20140715",0.0641504799833694,0.223307642744356,0.279156390775449,0.0479561859117409,0.385429300585084
"SCBI_006-M-29-37-20140618",0.0671067728674105,0.234194792167315,0.261335940520365,0.052721070458347,0.384641423986563
"SCBI_006-M-3-26-20140715",0.0680347956675172,0.237660331312988,0.25526906175278,0.0544829644363582,0.384552846830356
"SCBI_006-M-33-11-20140826",0.0675795515532775,0.237305058904487,0.256665798107344,0.0540947887281094,0.384354802706782
"SCBI_006-M-4-7-20140826",0.0685504433932465,0.240271857945329,0.252650755141649,0.0552100768599081,0.383316866659868
"SCBI_006-M-9-11-20140618",0.0679684009296246,0.237667918220313,0.256059266298578,0.0542677347152361,0.384036679836249
"SCBI_012-M-0-30-20140825",0.0679183536863647,0.236531579449218,0.257369808234575,0.0538084831015314,0.384371775528311
"SCBI_012-M-15-33-20140618",0.0629168681807867,0.218850886164972,0.286765789679044,0.0460563878247093,0.385410068150488
"SCBI_012-M-16-7-20140825",0.0662612545026547,0.232028778025514,0.267065379211456,0.0508073217373847,0.38383726652299
"SCBI_012-M-19-40-20140715",0.0628991139898884,0.219408173001247,0.285685998258164,0.0462735600173068,0.385733154733394
"SCBI_012-M-2-33-20140618",0.0644551426753222,0.224476135404865,0.276674514930611,0.0486004051315885,0.385793801857614
"SCBI_012-M-21-38-20140715",0.0708009476723881,0.247201819997784,0.240669909964679,0.0591276458939226,0.382199676471227
"SCBI_012-M-21-39-20140618",0.0642159772932747,0.223790399570461,0.277509509072068,0.0483341806045018,0.386149933459694
"SCBI_012-M-33-4-20140715",0.0646740810061567,0.224791678663493,0.275549942076739,0.0489746799416931,0.386009618311918
"SCBI_033-M-36-16-20140826",0.0668069257452311,0.232909072767972,0.264348362327123,0.0517921982283095,0.384143440931364
"SCBI_033-M-4-38-20140826",0.0690529793941142,0.241228057798154,0.246051308184175,0.0581932006625791,0.385474453960978
"SCBI_033-M-6-12-20140826",0.0686123780701637,0.242178203761524,0.248732649735644,0.0567202378123942,0.383756530620275
"SCBI_045-M-23-30-20140825",0.0711284002797126,0.246212651131221,0.232704037971556,0.0619171408536438,0.388037769763866
"SCBI_045-M-30-38-20140825",0.0713918610594701,0.245378031506197,0.233648228546759,0.061679197203155,0.387902681684419
"SCBI_045-M-31-2-20140825",0.0702970111624119,0.24386024150325,0.238587533893991,0.0595040137144029,0.387751199725944
"STER_005-M-0-30-20140820",0.0473902476657981,0.0805316196434257,0.386631270165549,0.0242952425522031,0.461151619973024
"STER_005-M-16-7-20140820",0.0445457615394139,0.0752997012533823,0.403192831355679,0.0218222717425231,0.455139434109002
"STER_005-M-23-38-20140820",0.0462704541520892,0.0785976221904309,0.392272794076213,0.0234165495723609,0.459442580008906
"STER_006-M-1-6-20140722",0.0586596398479904,0.100759310260799,0.323018181366422,0.0359927182103426,0.481570150314446
"STER_006-M-22-32-20140820",0.0573718701308588,0.0987317934555512,0.329339273183463,0.0343491467942951,0.480207916435832
"STER_006-M-30-37-20140820",0.0590120084108648,0.101080551564318,0.322656456902709,0.0359702086723857,0.481280774449722
"STER_006-M-7-0-20140820",0.0564846916466701,0.0965158216861441,0.335418550788811,0.0332856322555582,0.478295303622817
"STER_006-M-7-5-20140722",0.0576182717771261,0.099325415290807,0.328672783857562,0.0347202912202585,0.479663237854246
"STER_006-M-9-17-20140722",0.0566859306936615,0.0967365062903801,0.335141256652223,0.0333539101118631,0.478082396251872
"STER_007-M-17-3-20140724",0.0502106043782536,0.0867858188141969,0.369239129693632,0.0268117314868713,0.466952715627046
"STER_018-M-15-7-20140820",0.0524207621156041,0.0889673712049578,0.356745968584549,0.0290939591146999,0.472771938980189
"STER_018-M-4-7-20140820",0.0578672315386259,0.0988667834644178,0.328210169565955,0.0345608708650071,0.480494944565994
"STER_026-M-10-34-20140820",0.0550117511058258,0.0921868338887225,0.341105419991635,0.0322892292148272,0.479406765798989
"STER_026-M-11-0-20140722",0.0571928839008517,0.0967969680022013,0.32975057784832,0.0347525888004878,0.481506981448139
"STER_026-M-27-36-20140722",0.0569248762079167,0.0953013417975182,0.328410469288796,0.0349587432609621,0.484404569444807
"STER_026-M-9-4-20140820",0.0588389406858136,0.0992848334219664,0.319910260011798,0.0366865640934911,0.485279401786931
"STER_027-M-3-26-20140723",0.0447836001259201,0.0772376050978954,0.4037962545061,0.0214409054714102,0.452741634798674
"STER_027-M-33-0-20140723",0.0513968093488836,0.0853984456443961,0.360974697129323,0.0284209375832652,0.473809110294133
"STER_028-M-20-40-20140722",0.0437114295734628,0.0777114395832474,0.415576929553348,0.0196478260910602,0.443352375198882
"STER_028-M-21-38-20140722",0.0455545782134054,0.079467143441672,0.401792688073637,0.0216445012200273,0.451541089051258
"STER_028-M-33-4-20140722",0.0499043245569136,0.0855443189809266,0.372411626879406,0.0262772227692701,0.465862506813483
"STER_029-M-33-2-20140724",0.0536940785711287,0.0967589822844034,0.357286904418647,0.0280159608821263,0.464244073843694
"STER_031-M-2-0-20140723",0.0577934683128119,0.103730542162299,0.335684599626356,0.0321487206118171,0.470642669286717
"STER_033-M-23-30-20140723",0.050182164236445,0.0874849417991464,0.373732305393205,0.02583976891579,0.462760819655414
"STER_033-M-30-38-20140723",0.0478061682425473,0.0824887838061047,0.38742066517858,0.0237026030434108,0.458581779729357
"STER_033-M-33-4-20140723",0.0425384721041116,0.0712899134464436,0.416098956866114,0.0201004423253624,0.449972215257968
"STER_034-M-19-30-20140723",0.0395323266795233,0.0650161481046594,0.433253154731906,0.0181706060639315,0.44402776441998
"STER_034-M-23-8-20140723",0.0418348753776962,0.0683375369089737,0.418262582894235,0.0201659211929593,0.451399083626135
"STER_035-M-18-37-20140723",0.0380916711119432,0.0651406363440432,0.447326485979854,0.0163816418210977,0.433059564743062
"STER_035-M-2-27-20140723",0.0388195884991416,0.0691221205097738,0.451202812049639,0.0155634454887702,0.425292033452676
"STER_035-M-33-17-20140723",0.0384013829911705,0.070776373201207,0.457818264414655,0.0148374771495672,0.418166502243401
"TALL_001-M-14-7-20140804",0.0915738332937722,0.1753093766325,0.207029493109069,0.118093400278315,0.407993896686344
"TALL_001-M-15-1-20140804",0.0917355892390551,0.173782556091269,0.206807497848025,0.118752291172713,0.408922065648938
"TALL_001-M-22-32-20140708",0.0881512894352439,0.169885837159375,0.206874544768105,0.121670485109363,0.413417843527913
"TALL_001-M-30-37-20140708",0.0921770840397777,0.139362443854656,0.164178706281972,0.186388174663498,0.417893591160096
"TALL_001-M-7-0-20140708",0.0957720516899278,0.188894673903993,0.192830597324225,0.123512360357635,0.398990316724219
"TALL_001-O-30-37-20140708",0.0804319420573793,0.182769288637332,0.225025810486827,0.102616190511006,0.409156768307455
"TALL_001-O-7-0-20140708",0.0853540284848929,0.168884142213511,0.20816043324718,0.121759789357594,0.415841606696822
"TALL_002-M-10-34-20140708",0.0669771601739856,0.122400649849825,0.378851106219902,0.0676250155145077,0.36414606824178
"TALL_002-M-19-1-20140804",0.0783132968904347,0.141712549852135,0.315648564689475,0.0933537702698127,0.370971818298143
"TALL_002-M-25-6-20140708",0.0772571537190562,0.142611140054773,0.321865467252261,0.0894600123893183,0.368806226584591
"TALL_002-M-3-28-20140804",0.0720566541343517,0.130136043547449,0.350217565892313,0.0787392213943071,0.368850515031579
"TALL_002-M-31-34-20140804",0.0731023018761086,0.131677254654563,0.343739659419974,0.0814479411198694,0.370032842929485
"TALL_002-M-9-4-20140708",0.0766785050991809,0.138268880726554,0.327568229171756,0.0875830356402544,0.369901349362254
"TALL_002-O-10-34-20140708",0.0602120408274384,0.106726650823639,0.39955832386352,0.0638678710772278,0.369635113408175
"TALL_003-M-24-40-20140707",0.0879869051861161,0.216829560259482,0.157229340948398,0.0796240917825864,0.458330101823418
"TALL_003-M-33-2-20140707",0.0978579578252233,0.218549041852242,0.129154945488903,0.103582859804182,0.45085519502945
"TALL_003-M-6-5-20140707",0.103013655450744,0.250032465773134,0.115231603295129,0.106282154384695,0.425440121096298
"TALL_003-O-24-40-20140707",0.0820491226181682,0.196415137697744,0.178880069551814,0.0705483373106057,0.472107332821668
"TALL_004-M-0-13-20140804",0.0642254851432056,0.102760702884216,0.453682609761546,0.0802761870154273,0.299055015195605
"TALL_004-M-14-17-20140708",0.07033343498242,0.109945406436633,0.415220990970698,0.096962217892304,0.307537949717944
"TALL_004-M-14-6-20140804",0.0654671176969539,0.10613922537831,0.444971139939822,0.0831814336813568,0.300241083303557
"TALL_004-M-24-15-20140708",0.0705169973160175,0.112640841882718,0.41414784198124,0.0978879967378236,0.304806322082201
"TALL_004-M-28-3-20140804",0.0663494834540161,0.106580449427241,0.438379201671872,0.0860400241748535,0.302650841272018
"TALL_004-M-33-11-20140708",0.0686634886461096,0.106822455288215,0.422001310371826,0.0942311272444649,0.308281618449384
"TALL_006-M-0-30-20140707",0.0746392853483614,0.137169611462041,0.333458064021711,0.0817362638642854,0.372996775303601
"TALL_006-M-13-32-20140804",0.0756538534486523,0.140761764191847,0.326604882230959,0.0843370588186418,0.3726424413099
"TALL_006-M-16-7-20140707",0.0750454368446602,0.154056766492666,0.34421282542491,0.0703702528506945,0.35631471838707
"TALL_006-M-23-38-20140707",0.0771603389634533,0.134391497370923,0.307589512415019,0.0978920043784623,0.382966646872142
"TALL_006-M-30-27-20140804",0.0670724574785029,0.124154181999039,0.374106460462214,0.0663839773203415,0.368282922739902
"TALL_007-M-2-0-20140708",0.0834370507164666,0.176889587576234,0.265874813751859,0.0798492433734521,0.393949304581988
"TALL_007-M-39-30-20140708",0.0892247481359438,0.190790329904555,0.240181603059646,0.0907041792198744,0.389099139679981
"TALL_007-M-8-11-20140708",0.0816228750732759,0.172082556132287,0.274629721764167,0.076635904335575,0.395028942694695
"TALL_009-M-3-37-20140707",0.05857928250633,0.100643955274329,0.469906521545116,0.0621241405037616,0.308746100170463
"TALL_009-M-36-16-20140707",0.0648586176175867,0.105115370659813,0.423000819032689,0.0825372056853893,0.324487987004522
"TALL_009-M-6-12-20140707",0.0580130212090703,0.101488778075178,0.474162646527046,0.0600157484632338,0.306319805725472
"TALL_044-M-23-30-20140707",0.0654281187428319,0.106165473996838,0.443941783555304,0.0809825661632961,0.30348205754173
"TALL_044-M-33-4-20140707",0.0653084880732531,0.115398640556291,0.453512170620836,0.0726820888165986,0.293098611933022
"TALL_051-M-19-30-20140707",0.0736305154793563,0.101764268042097,0.373936988949366,0.130161533229577,0.320506694299603
"TALL_051-M-31-3-20140707",0.0679376507691614,0.104773382493009,0.42252788550649,0.0960926408574161,0.308668440373924
"TALL_054-M-18-37-20140707",0.0728260436514409,0.105472440848038,0.384626910722916,0.115672072961052,0.321402531816553
"TALL_054-M-33-17-20140707",0.0720376009363896,0.116322615022392,0.403980794090991,0.0980109007419387,0.30964808920829
"UNDE_001-M-7-0-20140708",0.0839073380282648,0.247864861915766,0.291183256314448,0.0803412693526156,0.296703274388905
"UNDE_001-O-30-37-20140708",0.0479195267967771,0.19224588376625,0.432533919418243,0.0409907110453211,0.286309958973408
"UNDE_006-M-10-34-20140707",0.0738157757460245,0.228399887348495,0.345211050807879,0.0589778990193032,0.293595387078299
"UNDE_006-M-25-6-20140707",0.0738202608221777,0.242239724217653,0.3507372293506,0.0522830123688945,0.280919773240675
"UNDE_006-M-9-4-20140707",0.0724877751202922,0.21834167947394,0.348588113034727,0.0614732675982076,0.299109164772833
"UNDE_007-M-33-2-20140710",0.077029148642468,0.242566915895929,0.327207533654407,0.0633913286480577,0.289805073159138
"UNDE_007-M-4-9-20140710",0.077238383608377,0.241449933396855,0.325936483540875,0.0641216183265096,0.291253581127383
"UNDE_008-M-15-7-20140707",0.0807137905102298,0.256446179826247,0.31237588688162,0.0660190197664841,0.284445123015419
"UNDE_008-M-33-11-20140707",0.0786061284925902,0.246748310816831,0.323084325302539,0.0658791571217727,0.285682078266267
"UNDE_008-M-4-7-20140707",0.0795413443581068,0.249291284068459,0.315574438411408,0.0670903698055734,0.288502563356454
"UNDE_013-M-2-0-20140708",0.0780523913704038,0.243762791983604,0.32586932885747,0.0643073170259649,0.288008170762557
"UNDE_013-M-39-30-20140708",0.0783061030610546,0.247343379773993,0.325851593573507,0.0627909094620536,0.285708014129392
"UNDE_013-M-8-11-20140708",0.0786100867426916,0.25465889783393,0.325035440004386,0.0602097795860927,0.2814857958329
"UNDE_014-M-36-16-20140711",0.0776499976919703,0.257067212329799,0.329521114174131,0.0580197234287615,0.277741952375338
"UNDE_014-M-6-12-20140711",0.0774480790750182,0.247804973645908,0.322549512434555,0.0624792053516656,0.289718229492853
"UNDE_017-M-0-30-20140707",0.0807600446445458,0.23028730535114,0.305002010397785,0.0782090692629801,0.305741570343549
"UNDE_017-M-23-38-20140707",0.0784782085936032,0.244598320344576,0.32180243561951,0.0662617251766375,0.288859310265673
"UNDE_019-M-23-30-20140708",0.0773089904561586,0.240704442716694,0.326713889377041,0.0651914563027171,0.290081221147389
"UNDE_019-M-30-38-20140708",0.0777707899825107,0.244445606809145,0.328450857341814,0.0630536428132745,0.286279103053256
"UNDE_019-M-33-4-20140708",0.0781855881634169,0.241339372692982,0.321228249907273,0.0662335642375669,0.293013224998761
"UNDE_027-M-19-30-20140708",0.077909096417142,0.251352552400595,0.326240301823808,0.0614587009210124,0.283039348437442
"UNDE_027-M-23-8-20140708",0.0781204942497222,0.254947126040038,0.324579220982986,0.0602004751452086,0.282152683582045
"UNDE_027-M-31-3-20140708",0.0789113474505986,0.245023977457205,0.320959107375143,0.0654496771275861,0.289655890589467
"UNDE_032-M-18-37-20140709",0.0786624514679511,0.245815413931134,0.319025598682938,0.0653806958848183,0.291115840033159
"UNDE_034-M-35-0-20140715",0.077663527569134,0.255275852281039,0.327865088494232,0.0593015534664556,0.27989397818914
"UNDE_034-M-37-20-20140715",0.0771247337959904,0.260347242450562,0.329952755743619,0.0569225582527247,0.275652709757104
"UNDE_035-M-1-23-20140715",0.0782246902547006,0.251263920731289,0.326468155608189,0.0612899988420598,0.282753234563762
"UNDE_035-M-13-1-20140715",0.0783724575216269,0.232855451318252,0.31977159834808,0.0709526193652329,0.298047873446807
"UNDE_037-M-25-17-20140710",0.0927853819487445,0.314871008453956,0.185481481086646,0.0772655147564469,0.329596613754207
"UNDE_037-M-28-36-20140710",0.0923055933547538,0.312850255211724,0.186109896726678,0.0776347841333622,0.331099470573481
"UNDE_037-O-28-36-20140710",0.0868866081499414,0.301201538238984,0.198688015101134,0.0739398463660324,0.339283992143908
"UNDE_037-O-9-7-20140710",0.0527473170430974,0.226390045809147,0.3027362715654,0.0482199708830352,0.369906394699321
"UNDE_043-M-17-38-20140710",0.062660462180507,0.176939630296618,0.466843479652115,0.053543871812519,0.240012556058241
"UNDE_043-M-32-36-20140710",0.0617706437306785,0.184165538827449,0.474858210790845,0.0481543255213727,0.231051281129655
"UNDE_044-M-37-7-20140718",0.0491076587158256,0.146618243501677,0.549194286908598,0.0407019073547662,0.214377903519133
"UNDE_044-O-37-7-20140718",0.029877271436237,0.109925374819667,0.650177712132996,0.0228945305246074,0.187125111086493
"WOOD_001-M-36-24-20140828",0.0499485091001551,0.0664708963323157,0.407756600206463,0.0179948816313111,0.457829112729755
"WOOD_001-M-8-40-20140828",0.0639438874559007,0.0867473440023002,0.341247915842925,0.0272977188805744,0.480763133818299
"WOOD_001-M-8-8-20140828",0.0551861603200779,0.0747913943812996,0.384376754391713,0.020842203125749,0.46480348778116
"WOOD_001-M-9-4-20140702",0.0567832345055138,0.0764553447946869,0.3757260294618,0.0221181836971623,0.468917207540837
"WOOD_002-M-33-11-20140702",0.0547945825688041,0.0735034210149724,0.384625653165046,0.0208293410744691,0.466247002176709
"WOOD_003-M-14-30-20140825",0.0576560001527711,0.0770784381771532,0.373296780638231,0.0223050910378167,0.469663689994028
"WOOD_003-M-14-6-20140825",0.0509229413131442,0.0702296840046065,0.418166213659712,0.0164908142618366,0.4441903467607
"WOOD_003-M-26-35-20140825",0.0624008885633205,0.0841629492386586,0.347932783682809,0.0261435471285785,0.479359831386634
"WOOD_005-M-2-0-20140827",0.0526734902633788,0.0696631636479937,0.401045848111341,0.0186178313730634,0.457999666604223
"WOOD_005-M-39-30-20140827",0.0540696372312186,0.0719915790383388,0.391172708474373,0.0199855017531437,0.462780573502926
"WOOD_005-M-8-11-20140827",0.0514214584168512,0.068635133765184,0.408084654575402,0.0178489617494738,0.454009791493089
"WOOD_021-M-38-37-20140702",0.0528026254616842,0.0701553512285156,0.398314357863972,0.0192013994954676,0.45952626595036
"WOOD_022-M-1-2-20140828",0.0483329841594917,0.0654268390590417,0.416316213797662,0.0170425151590166,0.452881447824788
"WOOD_022-M-3-11-20140828",0.0468556065745564,0.0631353931628621,0.414100376991107,0.017582695389249,0.458325927882226
"WOOD_022-M-5-8-20140828",0.0472295115665368,0.0640732077743067,0.421555014801714,0.0165386994622144,0.450603566395228
"WOOD_024-M-18-28-20140827",0.0449275504026323,0.0624737623232171,0.450206611144957,0.013368560505327,0.429023515623867
"WOOD_024-M-27-27-20140826",0.0465815205035294,0.0658307511034241,0.436076801194923,0.014790056619151,0.436720870578972
"WOOD_042-M-23-30-20140828",0.0831657907827049,0.113894675301115,0.264640301530937,0.0442807750750025,0.49401845731024
"WOOD_042-M-33-4-20140828",0.0782729084345604,0.106432230240368,0.282780836680012,0.0393166183701556,0.493197406274904
"WOOD_043-M-19-30-20140828",0.0504695824004098,0.0690211310543951,0.41782718008564,0.0166108040697068,0.446071302389848
"WOOD_043-M-23-8-20140828",0.0512797691804113,0.0687615715492901,0.406570398832794,0.0180111383201765,0.455377122117328
"WOOD_044-M-33-17-20140829",0.0500420203417179,0.0665009390054713,0.414678048769361,0.0171803455764217,0.451598646307028
